id,texto,rotulo
1778,Direito do Cidadão ter armas. #TheNoite,neutro
1779,Sei lá mas o #MaisVocê ta a sua cara hoje @user  Feliz Aniversário!!!,positivo
1780,"A mulher quer um bando de filho pra vó, a creche e os outros filhos cuidarem! Falta de responsabilidade a gente vê no #encontro",negativo
1781,Alô lorinha ô lorinha você sabe mexer #altashoras #eotchannoaltashoras,neutro
1782,Ontem o #MasterChefBR  foi muito dahora com os lutadores.,positivo
1783,"""Não tá morto quem paleia"" Thaíse não me faz lembrar de BBB agora! #MasterChefBR",negativo
1784,"O negócio é torcer para os chatos, pois sempre os que nós torcemos acabam saindo... #MasterChefBR",neutro
1785,Fiuk lindo maravilhoso! #Maisvoce #Viva no viva !,positivo
1786,Eu to desesperada #MasterChefBR,negativo
1787,preciso aguentar firme pra ficar acordada até o final do episódio aaaaa #MasterChefBR,neutro
1788,#Encontro mostrando a história do cabo da polícia militar q salvou 20 pessoas de um incêndio 👏👏 Por mais policiais como este cabo p/ o mundo,positivo
1789,Chorando estou!!! #AltasHoras,negativo
1790,Uma família toda cacheado no #Encontro com Fátima Bernardes @user,neutro
1791,#AltasHoras mesmo deitada estou me acabando com É o Tchan! Adorooooo💃💃💃😍,positivo
1792,Aliança ta pequena pra esse dedo ai né #Encontro,negativo
1793,TCHAU PESSOAL!!! ATÉ DOMINGO QUE VEM!!! #DomingoLegal,neutro
1794,"amei a roupa da Ana hoje, quero uma assim pra ir trabalhar #MaisVoce",positivo
1795,#MasterChefBR VITOR V PASSANDO O DEDO NA BOCA E NO FRANGO SOCORRO,negativo
1796,@user o pai de todos no #TheNoite 😂👏👏,neutro
1797,Eu vivi pra ver a Ana Maria de unicórnio kkjj #MaisVoce,positivo
1798,"acho estas flores  altas d+ para essa mesa de jantar da Ana, a conversa vai ser difícil #MaisVoce",negativo
1799,Vai caralhooo!!! #MasterChefBR,neutro
1800,@user Imperdível assistir essa linda no #Encontro,positivo
1801,"""Ana Luiza deu uma despirocada"" #MasterChefBR KKKKKKKKKKKKKK",negativo
1802,Vanessa sincera #AltasHoras,neutro
1803,o dia que eu cantar na fátima vai ser muito top porque eu sou muito fanzoca #Encontro,positivo
1804,"Ana Paula falando ""Não é algo q vc coma todo dia"". Como assim? Fígado de boi e moela é o que mais vende em açougue de bairro! #MasterChefBR",negativo
1805,Chorando muito com esse #encontro de hj,neutro
1806,"Que homem lindo! Minha amiga disse que ele é gay, só porque ele é bonito 😂 #DomingoLegal",positivo
1807,Bem que poderia ter repescagem no #MasterChefBR pro @user  voltar e mostrar do que ele é capaz.❤ homem Guerreiro e batalhador.,negativo
1808,#TheNoite não vai ter mas Osasco com a inês Brasil?,neutro
1809,Orgulho ❤️ #MaiaraeMaraisaNoBial #ConversaComBial,positivo
1810,"Alô #JPmorningshow, chamem a @user p comentar sobre o #MasterChefBR urgente!!! A maior fã da Mirian 🙊",negativo
1811,"Alô Serginho, eu tô aqui na minha casa mesmo #ALTASHORAS",neutro
1812,#VideoShowAoVivo  Aaaaaa Sophia falou da Mel aaaaa,positivo
1813,só hoje assistindo o #MasterChefBR e muito triste que meu queridinho @user saiu :((( &lt;\3,negativo
1814,"Socorro, a Michelle! A professora que me deu aula de Teoria da Comunicação acabou de aparecer no #MaisVoce",neutro
1815,Yuko sempre acha que vai se dá mal mas como toda oriental se vira nos 30 e acaba indo muito bem nas provas #MasterChefBR,positivo
1816,"#MasterchefBR nao dou conta desse povo colocando coisas no prato apenas "" para dar cor"".",negativo
1817,O que foi isso HAHAHAHA   #Encontro,neutro
1818,#altashoras  a mãe do serginho linda 💕,positivo
1819,Por favor galera denunciem o perfil da @user ela é racista e homofóbica! #VideoShowAoVivo #desafiodepoisdas11 #ReliquiaDoisConeCrew,negativo
1820,"""Africano virou negro quando foi acorrentado..."" #encontro",neutro
1821,#AltasHoras SUCESSO com atrações da Bahia e homenageando o dia das mães,positivo
1822,Prato do Vitor tão feio quanto meu cabelo de manhã #MasterChefBR,negativo
1823,#VideoShowAoVivo  Vem ai DVD Sonho Banda conde do forró  @maltrataconde @user @user,neutro
1824,"So pela espera do filmaço,que elenco heim,que filme,vem que vem o raztro ,danilo sempre foda hudy #TheNoite",positivo
1825,Já..😱. acabouuu... Nãoooooo #ConversaComBial,negativo
1826,O que é o @user dançando no #TheNoite,neutro
1827,Eu quero nos dois bem juntinhos Até ficar bem velhinhos Bengala e Crochê♥ #MaiaraeMaraisaNoBial #ConversaComBial @user,positivo
1828,Merda!!! Perdi Maiara e Maraísa no #ConversaComBial 😒,negativo
1829,Só eu que não assisto #MasterChefBR? 👀,neutro
1830,que família linda essa no #Encontro,positivo
1831,"Caraca, o último #MasterChefBR foi traumático",negativo
1832,Consolidados - GLOBO (08/05):  #BDSP 10.5 #BomDiaBrasil 10.3 #MaisVocê 8.0 #BemEstar 7.5 #Encontro 6.9 #SP1 12.2 #GloboEsporte 12.0,neutro
1833,A Fátima fica mais bonita com cabelo curto 💇 😊 #videoshowaovivo,positivo
1834,#Encontro pais relatam que filhos sofrem bullying por passar nudes próprios e o culpado é quem compartilha? É sério? #InversãoDeValores,negativo
1835,"Celular de @user tocando no meio da entrevista 😂 queria que ele atendesse, queria sim rs. #ConversaComBial",neutro
1836,Meu Deus a Sandy no #encontro 😍😍😍😍😍😍😍,positivo
1837,"Vitor B é meu amor, não aceito perder ele nunca #MasterChefBR",negativo
1838,Essa juventude nunca saberá o que é dançar os cds inteiros do @user nas festas escolares #altashoras #eotchannoaltashoras,neutro
1839,Rafa Brites linda no #VídeoShowAoVivo !!!,positivo
1840,"Gosto tanto a Michele,  mas ultimamente ela só tem ficado com os marromeno #MasterChefBR",negativo
1841,"A sardinha que ganhar, vai ser meu prato pós festa de amanhã #MasterChefBR",neutro
1842,Queria ir dormir cedo mas lembrei que hoje tem #masterchefbr,positivo
1843,O Brasil pede o impeachment da Miriam!!! #MasterChefBR,negativo
1844,Começooou o #TheNoite,neutro
1845,Tô assistindo o ep de ontem do #MasterChefBR e ver a Michele e Aderlize fora da prova de eliminação: não tem preço! ❤,positivo
1846,Coração partido com a saída do @user #MasterChefBR,negativo
1847,Láaa vou eu assistir #MasterChefBR  😌,neutro
1848,Legal que os caras ficam lá lutando rsrs #MasterChefBR #EquipeAzul,positivo
1849,"Só embuste nesse mezanino, podiam eliminar todos #MasterChefBR",negativo
1850,#MasterChefBR aiii meu Deus a Yoku e tao fofinha,neutro
1851,"nossa, quanto aviú! hahaha #MasterChefBR",positivo
1852,Hambúrguer doce?! Gente para! #MaisVoce,negativo
1853,Lazaro falou Bale fitness e Ana Maria Braga escutou palafitas #MaisVoce,neutro
1854,"Mano é daqui a pouco, é daqui a pouco que eu morro. 😂😭❤️ #DomingoLegal",positivo
1855,"Ai vc tá dormindo e acorda passando Anjo - Saulo na Tv da Sala, pqp! É pra acabar comigo né produção?  #ÉdeCasa",negativo
1856,"E aí, @user. O Vitor B volta ou não volta? #MasterChefBR",neutro
1857,Léo Lins de VERA VERÃO mano Ri Demais kkkkkkkkķkk EEEEEEEEEEEEEEPÁ kkkkkkkk @LeoLins @user #THENOITE,positivo
1858,abdiquei do #MasterChefBR às terças por causa do kickboxing quarta de manhã. só vou acompanhar o programa no youtube agora :(,negativo
1859,toda a certeza do mundo de que serei a próxima velhinha de 100 anos e que não casou #Encontro,neutro
1860,"Eu não seu por que vocês não gostam do Leonardo, acho ele sensacional. Humor ácido 😂 #MasterChefBR",positivo
1861,Esse Mirian ja deu #MasterChefBR,negativo
1862,Só vou assistir esse #ConversaComBial de lei e ir dormir porque tô precisando,neutro
1863,"#VideoShowAoVivo ele foi um grande ator. Uma pessoa que sabia agradar seu público, desde os mais velhos aos adolescentes.❤ #NelsonXavier .",positivo
1864,Um machista na plateia socorro #encontro,negativo
1865,"Depois desse #MaisVoce de hoje, se nadar der certo, eu viro #meseira",neutro
1866,#MasterChefBR Fogaça sou sua fã...,positivo
1867,AI CARALHO TO MTO NERVOSA #MasterChefBR,negativo
1868,"Já que ngm fala comigo, depois do #VideoShowAoVivo vou visitar Ilana.",neutro
1869,Mal começou a prévia do MasterChef e eu já tô catando coisa pra comer #MasterChefBR,positivo
1870,o prato tem que ter pouco sódio mas eles precisam colocar caldo knorr cadê a lógica??????? #MasterChefBR,negativo
1871,Quem tá na cozinha hoje sou eu. Baixou o esprito de #MasterChefBR . Vou me superar!,neutro
1872,Amo a Ana Maria 😂😂 ela entra muito na onda das coisas #maisvoce,positivo
1873,Que aflição esse placar vei #MasterChefBR,negativo
1874,Os Homens do Brasil usa o QE(em vez do QI) mais do q os homens de PAÍSES RICOS ?  #ForçaVictor #SegundaDetremuraSDV #Encontro Paulão e Breno,neutro
1875,"Um close é um close né more, adoro o Douglas #MasterChefBR",positivo
1876,"Meu Deus, meu coração não aguenta!!! #MasterChefBR",negativo
1877,Machistas NÃO PASSARAM! #encontro,neutro
1878,Débora é a maior jogadora que você respeita #MasterChefBR,positivo
1879,Socorroooo! Esse vídeo das crianças falando sobre suas próprias mães 😢😢😢 #Encontro,negativo
1880,avisa a katia q eh hj #MasterChefBR,neutro
1881,"#MasterChefBR Não sei o as pessoas veem na @user  So porque ela é linda, tem covinha quando sorri, cozinha bem, é gente boa, e etc",positivo
1882,Paola jogou ba nossa cara que ela conhece vários países e a gente não #MasterchefBR,negativo
1883,#VideoShowAoVivo A pronto agora vou chorar,neutro
1884,"Por favor @user hj não exiba o Profissão Reporter, quero ver o #ConversaComBial e depois vou dormir. 😘✌",positivo
1885,"a Rainha do doces,Douglas,saiu(tombou kkkkk) e achava que ele iria pelo menos pro top 5,deixaram a Miriam lá pra tretar :/  #MasterChefBR",negativo
1886,#altashoras Alguém notou que a Anita estava dublando?,neutro
1887,Belíssimo episódio 👏🏼 Salve a nossa culinária 🇧🇷 #MasterChefBR,positivo
1888,Tomara que o #TimeAzul perca. #MasterChefBR,negativo
1889,"Consegui reservar cedo a TV da cozinha, esperando o #MasterChefBR começar.",neutro
1890,Eu quero saber onde eu compro a pantufa que a Ana tá usando!! #MaisVoce,positivo
1891,"Resuminho: O crush sai, volta, mata o povo do coração, arrasa e vai pro mesanino.. #MasterChefBR",negativo
1892,Vão ter que cozinhar sapos?? #MasterChefBr,neutro
1893,nando é o amor da minha vida mesmo #Encontro,positivo
1894,#MasterChefBR Aff já vai chorar  Miriam,negativo
1895,Gente Maluma são várias pessoas né? Ele fica diferente a cada vez que aparece #thenoite,neutro
1896,que coisa linda a mãe do serginho #AltasHoras,positivo
1897,mirian faz o favor de sair que ninguém te aguenta mais  #MasterChefBR,negativo
1898,"#MasterChefBR 20 mil tweets com o nome Mirian, quando vc vai ver, 99% do Twitter não gosta dela, do que adianta cozinhar bem e ser escrota?",neutro
1899,"O vinho pode ser branco ou tinto , mais ocu tem que ser Rosê kkkkkkkkkkkkkkkkkkkkkkkk Ri demais kkkkkkkkk @user #THENOITE",positivo
1900,"O dia pós #MasterChefBR é sempre triste, com fome e nada decente pra comer, por isso bebemos 🍻",negativo
1901,@user e @user JÁ SEI QUE DESSA VEZ DÁ #TimeAZUL !!! #MasterChefBR,neutro
1902,"@user @user Sophia Abrahão no #altashoras é ""Vida Inteligente na Madrugada"" 💖  #soseiamar",positivo
1903,Avisem a Ana Maria q ela já está passando dos limites #MaisVoce,negativo
1904,Olha aí a @user de novo!! #MasterChefBR,neutro
1905,"Que orgulho de ti, @user! #Encontro",positivo
1906,"A idéia do Douglas foi boa, porém pecou na execução. Não merece sair! #MasterChefBR",negativo
1907,sorvete de cachaça. .. #MasterChefBR,neutro
1908,"Carlos Alberto melhor pessoa, sou fã do pgm, fã dele como pessoa, do conhecimento, da humildade #TheNoite",positivo
1909,@user aaaaah eu tô ansiosa demais @user  #MaiaraeMaraisaNoBial #ConversaComBial,negativo
1910,"carai, não curto mto ele, mas o Catra falou uma verdade BRUTA agora viu #TheNoite",neutro
1911,MUSA DA COPA!  #VideoShowAoVivo,positivo
1912,#Encontro não creio que falaram isso,negativo
1913,Galinhada desconstruída... Eh pakaba #MasterChefBR,neutro
1914,Só falta a Mirian sair pra completar o melhor episódio rsrsrsrs  #MasterChefBR,positivo
1915,#AltasHoras se essa plateia n se anima com É O Tchan é pq é td cotado,negativo
1916,Agora vamos.  Quem dormir primeiro e mulher de padre.   #partiudormir #conversacombial,neutro
1917,"@user  #MaiaraeMaraisaNoBial #ConversaComBial, so faltou a Marialia Mendonça pro trem ficar melhor ainda rsrs lindas .",positivo
1918,Hj dá gosto em assistir o #VideoShowAoVivo pq não tá o Otaviano mostrando os 97 dentes daquela boca e querendo se exibir a todo momento.,negativo
1919,Eu pensava que o Rafael Infante era gay #TheNoite,neutro
1920,comeria tudo que o vitor falou #MasterChefBR,positivo
1921,Maluma o Justin Bieber Latino ? Maluma é homem não um moleque #TheNoite,negativo
1922,Miriam fez um cuscuz que mais parece um mexidão. #MasterChefBR,neutro
1923,Que voz. Amo a Sandy pra sempre!!!!#Encontro,positivo
1924,"a Lais Souza de convidada e o Tchan cantando ""parapapapa paralisou"" 😒 #AltasHoras",negativo
1925,J: A Tailândia é muito longe daqui. Y: A Itália também. #vra #afrontosa @user 😂😂 #MasterChefBR,neutro
1926,@user exaltando a habilidade do brasileiro de fazer memes. Hahaha #ConversaComBial,positivo
1927,#Encontro Nando Reis está desconexo do tema: não é envelhecimento! É questão de gênero! Ainda bem que a Miriam trouxe ele pra realidade!,negativo
1928,"Um garoto de 13 se relacionar com uma mulher de 23 todo mundo aplaude, mas se fosse o contrário, já era considerado pedofilia. #Encontro",neutro
1929,@user dá pra parar de ser linda 😱  Q look é esse 😍  #MasterChefBR,positivo
1930,#MasterChefBR faltou costela de tambaqui,negativo
1931,Eu só queria as comidinhas de ontem do #MasterChefBR,neutro
1932,#TheNoite ta muito bom hoje,positivo
1933,Simplesmente NOJO desse cara no #Encontro,negativo
1934,Rafael Infante é do Exercito? Hsisnksnzksnsm #TheNoite,neutro
1935,Morrendo d amores pela dona Ana 😍 #AltasHoras,positivo
1936,se foci a abobora ja tinha começado #MaisVoce mas kd germana e licurgo?,negativo
1937,#MasterChefBR será que termos ganhador de Minas Gerais,neutro
1938,#VideoShowAoVivo essa carinha de anjo é inconfundível... Que amor 😍,positivo
1939,"@user Por favor, chama o @user  pro #TheNoite. E me poem na plateia tbm né?! Kkkk",negativo
1940,"eu achei que o Murilo fosse levantar e fazer algo, e o programa acabou kkkkk  #TheNoite",neutro
1941,Hj tem Dr Drauzio Varela no #ConversaComBial 😀🤗,positivo
1942,"Troco o time vermelho todo com  super brindes chamados Miriam e Leo, e vocês devolvem o @user  #MasterChefBR",negativo
1943,#Encontro de casais,neutro
1944,Braulio é muito legal né? ❤️ #Encontro,positivo
1945,A Sandy não vai cantar não? #Encontro,negativo
1946,Quando o Fogaça chamou a Paola de chef só lembrei da fanfic Libido 🔥🔥🔥🔥 #MasterChefBR,neutro
1947,E o meu amor pelo @user só cresce. Orgulho de todos nós. Mais que um clube. #Encontro #AdoteumPequenoTorcedor,positivo
1948,Alguém tira a Miriam deste programa #MasterChefBR,negativo
1949,#MasterChefBR Paola estava me representando durante a contagem,neutro
1950,@user no #TheNoite pqp haishauahsuahsusjaudjs,positivo
1951,"O Leo tem potencial para levar o programa mas, o comportamento dele não é legal... #MasterChefBR",negativo
1952,"Hoje o programa vai ser na porrada, apanha menos quem cozinha mais !!!#MasterChefBR",neutro
1953,Lindos como sempre amo tudo #VideoShowAoVivo,positivo
1954,não acredito que o azul vai perder :( #MasterChefBR,negativo
1955,#VideoShowAoVivo na hora da janta,neutro
1956,EU TO SURTANDOOO  #MaisVoce,positivo
1957,"Nossa, arnaldo antunes é muito chato ne, socorro #encontro",negativo
1958,"#encontro. Para um otimista é ótimo chegar aos 100, mas pra um pessimista isso é a pior coisa que pode acontecer.",neutro
1959,"#ConversacomBial  Melhor conversa... E eu já quero o spray para quem fala d+, no caso para uso pessoal 😂",positivo
1960,Acho que hoje vai ter muita @user nessa prova do #MasterChefBR...,negativo
1961,"#encontro  Com aquela pessoas especial, eita não tenho 😭😭",neutro
1962,@user @user #ConversaComBial #RodrigoSantoro A vida é um aprendizado absoluto e respeitar a ti mesmo é amar a ti mesmo. Brilham!,positivo
1963,Vitor B não pode sair não #MasterChefBR,negativo
1964,#VídeoShowAoVivo Por favor passa a cena da Ivana de ontem,neutro
1965,Como não amar Sandy? Fala pra mim!!!!! #Encontro,positivo
1966,#encontro falta falar dos realistas.,negativo
1967,To de tpm  #MasterChefBR,neutro
1968,#AltasHoras Nossa gente! A Bela Gil é  a criança que dança de odalisca ao lado da Carla Perez no clip do Tchan e quem dirigiu foi Preta Gil.,positivo
1969,#MasterChefBR O prato do Burginhon vou te falar viu.. Meu ovo frito esfacelado tá mais bonito.,negativo
1970,Então orange is the new black não está tão distante da realidade do brasil #ConversaComBial,neutro
1971,Corre pra #Band Brasiiiiilllll #MasterChefBR mesmo pq ninguem merece  Tais Araujo,positivo
1972,#QuartaDetremuraSDV engraçado ver os tios falando de internet no #encontro ... Entendem mais que nós 😒,negativo
